"","status","country","project_name","unit_name","capacity_(mw)","technology","start_year","operator","owner","lat","lng","location_accuracy","major_area_(prefecture,_district)","state/province","subregion","region","gem_location_id","gem_unit_id","other_ids_(location)","other_ids_(unit/phase)","url"
"501","construction","New Zealand","Tauhara geothermal power plant","--","152.0","unknown type","2024.0","Contact Energy LTD","Contact Energy LTD [100%]","-38.6667","176.1567","exact","","Waikato","Australia and New Zealand","Oceania","L100000700170","G100000700279","WEPP (S&P Global Platts): 1071339","WEPP (S&P Global Platts): 1207284","https://gem.wiki/Tauhara_geothermal_power_plant"
"502","pre-construction","Philippines","Tayabas Lucban geothermal power plant","--","31.0","unknown type","","","SKI Construction Group INC [100%]","13.973","121.6208","approximate","","Quezon","South-eastern Asia","Asia","L100000700233","G100000700420","","","https://gem.wiki/Tayabas_Lucban_geothermal_power_plant"
"503","operating","New Zealand","Te Ahi O Maui geothermal power plant","--","26.0","binary cycle","2018.0","Eastland Generation","Eastland Generation; Kawerau A8D Ahu Whenua Trust","-38.0631426","176.7022563","exact","Rotoma","","Australia and New Zealand","Oceania","L100001004539","G100001005326","","","https://www.gem.wiki/Te_Ahi_O_Maui_geothermal_power_plant"
"504","pre-construction","Türkiye","Tekkehamam 2 geothermal power plant","--","35.0","unknown type","","","Zorlu Enerji [100%]","37.7817","29.0796","approximate","","Denizli","Western Asia","Asia","L100000700249","G100000700456","","","https://gem.wiki/Tekkehamam_2_geothermal_power_plant"
"505","cancelled","United States","Telephone Flat geothermal plant","1","50.0","unknown type","","Calpine CORP","","41.6014","-121.625","exact","CAL Fire Northern Region","California","Northern America","Americas","L100000700172","G100000700283","WEPP (S&P Global Platts): 45694, EIA: 55846","WEPP (S&P Global Platts): 24709","https://gem.wiki/Telephone_Flat_geothermal_plant"
"506","operating","New Zealand","Te Mihi geothermal power plant","1","83.0","flash steam - double","2014.0","Contact Energy LTD","Contact Energy LTD [100%]","-38.6164","176.038","exact","","Waikato","Australia and New Zealand","Oceania","L100000700171","G100000700280","WEPP (S&P Global Platts): 1070104","WEPP (S&P Global Platts): 1204555","https://gem.wiki/Te_Mihi_geothermal_power_plant"
"507","operating","New Zealand","Te Mihi geothermal power plant","2","83.0","flash steam - double","2014.0","Contact Energy LTD","Contact Energy LTD [100%]","-38.6164","176.038","exact","","Waikato","Australia and New Zealand","Oceania","L100000700171","G100000700281","WEPP (S&P Global Platts): 1070104","WEPP (S&P Global Platts): 1232266","https://gem.wiki/Te_Mihi_geothermal_power_plant"
"508","announced","New Zealand","Te Mihi geothermal power plant","THIB","180.0","unknown type","2026.0","Contact Energy LTD","Contact Energy LTD [100%]","-38.6164","176.038","exact","","Waikato","Australia and New Zealand","Oceania","L100000700171","G100000700282","WEPP (S&P Global Platts): 1070104","","https://gem.wiki/Te_Mihi_geothermal_power_plant"
"509","pre-construction","Ethiopia","Tendaho geothermal power plant","--","180.0","unknown type","2026.0","Ethiopian Electric Power (EEP)","Ethiopian Electric Power (EEP) [100%]","11.6925","40.9563","approximate","Tendaho","Afar","Sub-Saharan Africa","Africa","L100000700173","G100000700284","WEPP (S&P Global Platts): 1104840","WEPP (S&P Global Platts): 1264006","https://gem.wiki/Tendaho_geothermal_power_plant"
"510","operating","United States","Terra-Gen Dixie Valley geothermal plant","Dixie Valley, GEN1","65.0","flash steam - double","1988.0","Terra-Gen","Terra-Gen [100%]","39.9663","-117.8557","exact","","Nevada","Northern America","Americas","L100000700174","G100000700285","World Resources Institute: USA0052015, EIA: 52015, WEPP (S&P Global Platts): 29300","WEPP (S&P Global Platts): 5493","https://gem.wiki/Terra-Gen_Dixie_Valley_geothermal_plant"
"511","operating","United States","Terra-Gen Dixie Valley geothermal plant","GEN2","6.0","binary cycle","2012.0","","Ormat Technology INC [100%]","39.9663","-117.8557","exact","","Nevada","Northern America","Americas","L100000700174","G100000700549","World Resources Institute: USA0052015, EIA: 52015, WEPP (S&P Global Platts): 29300","","https://gem.wiki/Terra-Gen_Dixie_Valley_geothermal_plant"
"512","cancelled","Bangladesh","Thakurgain geothermal plant","--","200.0","unknown type","","","Anglo MGH Energy [100%]","24.4769","90.2934","approximate","Thakurgain","","Southern Asia","Asia","L100000700175","G100000700286","","","https://gem.wiki/Thakurgain_geothermal_plant"
"513","operating","United States","Thermo No 1 geothermal power plant","2","14.0","binary cycle","2013.0","","Thermo No 1 BE 01 LLC [100%]","38.1607","-113.1945","exact","","Utah","Northern America","Americas","L100000700292","G100000700550","EIA: 57353","","https://gem.wiki/Thermo_No_1_geothermal_power_plant"
"514","pre-construction","Philippines","Tiaong geothermal power plant","--","62.0","unknown type","","","SKI Construction Group INC [100%]","13.9402","121.3418","approximate","","Quezon","South-eastern Asia","Asia","L100000700234","G100000700421","","","https://gem.wiki/Tiaong_geothermal_power_plant"
"515","cancelled","New Zealand","Tikitere geothermal power plant","--","45.0","unknown type","","Ormat Technology INC","Ormat Technology INC [100%]","-38.0843","176.3595","approximate","Tikitere","Rotorua","Australia and New Zealand","Oceania","L100000700177","G100000700289","WEPP (S&P Global Platts): 1087266","WEPP (S&P Global Platts): 1235187","https://gem.wiki/Tikitere_geothermal_power_plant"
"516","operating","Philippines","Tiwi Binary geothermal power plant","--","17.0","binary cycle","2023.0","","","13.4597","123.6393","exact","Tiwi","Albay","South-eastern Asia","Asia","L100000700235","G100000700422","","","https://gem.wiki/Tiwi_Binary_geothermal_power_plant"
"517","operating","Philippines","Tiwi geothermal power plant","1","60.0","flash steam - single","1979.0","AP Renewables INC (APRI)","AboitizPower CORP [100%]","13.4655","123.6486","exact","","Albay","South-eastern Asia","Asia","L100000700178","G100000700290","World Resources Institute: WRI1001890, WEPP (S&P Global Platts): 1025521","WEPP (S&P Global Platts): 1152880","https://gem.wiki/Tiwi_geothermal_power_plant"
"518","operating","Philippines","Tiwi geothermal power plant","2","60.0","flash steam - single","1979.0","AP Renewables INC (APRI)","AboitizPower CORP [100%]","13.4655","123.6486","exact","","Albay","South-eastern Asia","Asia","L100000700178","G100000700291","World Resources Institute: WRI1001890, WEPP (S&P Global Platts): 1025521","WEPP (S&P Global Platts): 1152881","https://gem.wiki/Tiwi_geothermal_power_plant"
"519","operating","Philippines","Tiwi geothermal power plant","3","55.0","flash steam - single","1980.0","AP Renewables INC (APRI)","AboitizPower CORP [100%]","13.4655","123.6486","exact","","Albay","South-eastern Asia","Asia","L100000700178","G100000700292","World Resources Institute: WRI1001890, WEPP (S&P Global Platts): 1025521","WEPP (S&P Global Platts): 1152882","https://gem.wiki/Tiwi_geothermal_power_plant"
"520","operating","Philippines","Tiwi geothermal power plant","4","55.0","unknown type","1980.0","AP Renewables INC (APRI)","AboitizPower CORP [100%]","13.4655","123.6486","exact","","Albay","South-eastern Asia","Asia","L100000700178","G100000700293","World Resources Institute: WRI1001890, WEPP (S&P Global Platts): 1025521","WEPP (S&P Global Platts): 1152883","https://gem.wiki/Tiwi_geothermal_power_plant"
"521","operating","Philippines","Tiwi geothermal power plant","5","43.0","unknown type","1981.0","AP Renewables INC (APRI)","AboitizPower CORP [100%]","13.4655","123.6486","exact","","Albay","South-eastern Asia","Asia","L100000700178","G100000700294","World Resources Institute: WRI1001890, WEPP (S&P Global Platts): 1025521","WEPP (S&P Global Platts): 1152885","https://gem.wiki/Tiwi_geothermal_power_plant"
"522","operating","Philippines","Tiwi geothermal power plant","6","57.0","unknown type","1980.0","AP Renewables INC (APRI)","AboitizPower CORP [100%]","13.4655","123.6486","exact","","Albay","South-eastern Asia","Asia","L100000700178","G100000700295","World Resources Institute: WRI1001890, WEPP (S&P Global Platts): 1025521","WEPP (S&P Global Platts): 1152885","https://gem.wiki/Tiwi_geothermal_power_plant"
"523","operating","Philippines","Tongonan geothermal power plant","1","38.0","unknown type","1983.0","Energy Development CORP (EDC)","Energy Development CORP (EDC) [100%]","11.1612","124.6371","exact","Leyte 4th District","Leyte","South-eastern Asia","Asia","L100000700179","G100000700296","WEPP (S&P Global Platts): 1023573","WEPP (S&P Global Platts): 1153330","https://gem.wiki/Tongonan_geothermal_power_plant"
"524","operating","Philippines","Tongonan geothermal power plant","2","38.0","unknown type","1983.0","Energy Development CORP (EDC)","Energy Development CORP (EDC) [100%]","11.1612","124.6371","exact","Leyte 4th District","Leyte","South-eastern Asia","Asia","L100000700179","G100000700297","WEPP (S&P Global Platts): 1023573","WEPP (S&P Global Platts): 1153331","https://gem.wiki/Tongonan_geothermal_power_plant"
"525","operating","Philippines","Tongonan geothermal power plant","3","38.0","unknown type","1983.0","Energy Development CORP (EDC)","Energy Development CORP (EDC) [100%]","11.1612","124.6371","exact","Leyte 4th District","Leyte","South-eastern Asia","Asia","L100000700179","G100000700298","WEPP (S&P Global Platts): 1023573","WEPP (S&P Global Platts): 1153332","https://gem.wiki/Tongonan_geothermal_power_plant"
"526","operating","New Zealand","TOPP1 geothermal power plant","--","24.0","binary cycle","2013.0","","Eastland Generation","-38.0608343609248","176.72183067814396","exact","","","Australia and New Zealand","Oceania","L100001004540","G100001005327","","","https://www.gem.wiki/TOPP1_geothermal_power_plant"
"527","pre-construction","New Zealand","TOPP2 geothermal power plant","--","49.0","binary cycle","2027.0","","Eastland Generation","-38.0830207742484","176.7278181716876","approximate","","","Australia and New Zealand","Oceania","L100001004541","G100001005328","","","https://www.gem.wiki/TOPP2_geothermal_power_plant"
"528","operating","Italy","Travale geothermal power plant","4","40.0","dry steam","2002.0","Enel Green Power","Enel Green Power [100%]","43.1708","11.039","exact","","Tuscany","Southern Europe","Europe","L100000700180","G100000700299","WEPP (S&P Global Platts): 1016192, World Resources Institute: WRI1021454","WEPP (S&P Global Platts): 1191166","https://gem.wiki/Travale_geothermal_power_plant"
"529","construction","Canada","Tu Deh-Kah geothermal power plant","--","10.0","binary cycle","2026.0","Deh Tai LP","Deh Tai LP [100%]","58.7701","-122.6599","approximate","","","Northern America","Americas","L100000700194","G100000700325","","","https://gem.wiki/Tu_Deh-Kah_geothermal_power_plant"
"530","announced","Indonesia","Tulehu geothermal power plant","--","20.0","unknown type","","","PT PLN (Persero) [100%]","-3.6238","128.1486","approximate","Maluku Tengah","Maluku","South-eastern Asia","Asia","L100000700214","G100000700374","","","https://gem.wiki/Tulehu_geothermal_power_plant"
"531","construction","Ethiopia","Tulu Moye geothermal power plant","1","50.0","unknown type","","Meridiam","Meridiam [50%]; Reykjavik Geothermal [50%]","9.7253","39.3522","approximate","Moye","Oromiya","Sub-Saharan Africa","Africa","L100000700181","G100000700300","WEPP (S&P Global Platts): 1125428","WEPP (S&P Global Platts): 1294515","https://gem.wiki/Tulu_Moye_geothermal_power_plant"
"532","pre-construction","Ethiopia","Tulu Moye geothermal power plant","2","100.0","unknown type","2025.0","Meridiam","Meridiam [50%]; Reykjavik Geothermal [50%]","9.7253","39.3522","approximate","Moye","Oromiya","Sub-Saharan Africa","Africa","L100000700181","G100000700301","WEPP (S&P Global Platts): 1125428","WEPP (S&P Global Platts): 1310059","https://gem.wiki/Tulu_Moye_geothermal_power_plant"
"533","operating","United States","Tungsten Mountain geothermal plant","1","37.0","binary cycle","2017.0","Tungsten Mountain","","39.667","-117.6937","exact","","Nevada","Northern America","Americas","L100000700182","G100000700302","EIA: 60785, World Resources Institute: USA0060785","","https://gem.wiki/Tungsten_Mountain_geothermal_plant"
"534","operating","United States","Tungsten Mountain geothermal plant","2","26.0","binary cycle","2022.0","","Tungsten Mountain [100%]","39.667","-117.6937","exact","","Nevada","Northern America","Americas","L100000700182","G100000700551","EIA: 60785, World Resources Institute: USA0060785","","https://gem.wiki/Tungsten_Mountain_geothermal_plant"
"535","cancelled","Hungary","Turawell geothermal power plant","--","40.0","unknown type","","KS Orka Renewables PTE LTD","Zhejiang Kaishan Pressure Vessel CO LTD [100%]","47.4611","19.0499","approximate","","Budapest","Eastern Europe","Europe","L100000700183","G100000700303","WEPP (S&P Global Platts): 1124229","WEPP (S&P Global Platts): 1292937","https://gem.wiki/Turawell_geothermal_power_plant"
"536","operating","Türkiye","Türkerler 1 geothermal power plant","--","24.0","unknown type","","","Turkeler Energy [100%]","38.40458912635197","28.429055355874432","approximate","","Manisa","Western Asia","Asia","L100000700250","G100000700457","","","https://gem.wiki/Türkerler_1_geothermal_power_plant"
"537","operating","Türkiye","Türkerler 2 geothermal power plant","--","24.0","unknown type","","","Turkeler Energy [100%]","38.40464797942065","28.42888369449616","exact","","Manisa","Western Asia","Asia","L100000700251","G100000700458","","","https://gem.wiki/Türkerler_2_geothermal_power_plant"
"538","operating","Türkiye","Türkerler 3 geothermal power plant","1","30.0","binary cycle","2018.0","","Turkeler Energy [100%]","38.374953762439766","28.507134898200043","exact","Alaşehir","","Western Asia","Asia","L100000700184","G100000700305","WEPP (S&P Global Platts): 1125522","WEPP (S&P Global Platts): 1294624","https://gem.wiki/Türkerler_3_geothermal_power_plant"
"539","operating","Türkiye","Türkerler 3 geothermal power plant","2","30.0","binary cycle","2023.0","","Turkeler Energy [100%]","38.3750126396","28.507134898200043","exact","","","Western Asia","Asia","L100000700184","G100000700304","WEPP (S&P Global Platts): 1125522","WEPP (S&P Global Platts): 1294625","https://gem.wiki/Türkerler_3_geothermal_power_plant"
